restaurantId,name,type,slotDiscovery,urls,priceBand,neighborhood,primaryCuisine,campaignId,isPromoted,restaurantAvailabilityToken,isPinned,diningStyle,address,description,hasTakeout,recentReservationCount,textReviewCount,rating,hasBar,hasCounter,hasHighTop,hasOutdoor,pickupEnabled,groupId,latitude,longitude,phoneNumber,deliveryPartner,menuUrl
139657,Union Kitchen & Tap - Gaslamp,GuestCenter,on,https://www.opentable.com/union-kitchen-and-tap-gaslamp,$30 and under,Downtown / Gaslamp,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"333 Fifth Ave, San Diego, CA, 92101","The Vibe\u003cbr />\u003cbr />A little more than a stone’s throw from its original digs in Encinitas, Union Kitchen & Tap ignites the Gaslamp with our second neighborhood-friendly dining and drinking destination. Seamlessly melding refined and rustic, vintage and contemporary. Stylish without being sleek, Union Kitchen & Tap is warm and inviting, comfortable and lively.\u003cbr />\u003cbr />Union Kitchen & Tap boasts impressive surroundings of reclaimed wood and modern furnishings bringing their Americana concept to life, along with garage-style doors that open up to a generous patio, connecting Union’s bustling indoor vibe with refreshing outdoor spaces. Live entertainment and weekend DJs always set the stage for a great night out.",true,34,380,rating:4.5,false,false,false,true,null,052,32.70877,-117.159991,(619) 795-9463,,
263782,Pushkin Russian Restaurant,GuestCenter,on,https://www.opentable.com/r/pushkin-russian-restaurant-san-diego,$30 and under,Downtown / Gaslamp,Russian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"750 6th Ave, San Diego, CA, 92101","Pushkin Restaurant proudly bears the name in honor of the great Russian writer Alexander Pushkin (May 26, 1799 - January 29, 1837) - Russian poet, play and prose writer, critic, literary theorist, historian, a publicist who laid the foundations of the Russian realistic trend.\u003cbr />\u003cbr />Since our opening in October 2015, we have focused on bringing out the authenticity and deep history of Russian cuisine through our traditional and family recipes. At Pushkin, we pay tribute to the Russian as well as former Soviet Union cuisines from counties such as Ukraine, Armenia, Uzbekistan and Georgia which had a tremendous impact on what is considered Russian cuisine today. We believe this notion creates both unique and new dishes for you to try out!",true,12,288,rating:4.6,false,false,false,false,null,,32.713339,-117.159419,(619) 496-1908,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F0ebc54cf-e3a4-4e38-9743-4b99c256be98&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpushkin-restaurant-san-diego
153043,Harley Gray Kitchen & Bar,GuestCenter,on,https://www.opentable.com/harley-gray-kitchen-and-bar,$30 and under,Mission Hills,Contemporary American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"902 West Washington St, San Diego, CA, 92103","Harley Gray kitchen & bar is located on the corner of Goldfinch St. and Washington St. with outside patio seating on both sides, includes heaters and has an open sliding glass door wall.  We offer breakfast, lunch and dinner as well as an amazing weekend Brunch Menu with items including a Lobster Benedict, Organic Acai Bowl and Spicy Chiliquiles and you can take advantage of the $10 free flowing mimosas! \u003cbr />\u003cbr />We are known for many of our fantastic weekly specials at Harley Gray: Wednesday Night neighborhood night which offers Happy Hour all night, Thursday night Live Maine Lobster and Friday night Slow Roast Prime Rib to mention some more popular ones.  We strive to offer you an amazing dining experience that includes incredible food, unique and fun cocktails and of course friendly professional service from our entire staff. ",true,59,826,rating:4.6,true,false,true,true,null,957,32.749909,-117.171417,(619) 955-8451,,
103516,Blind Burro,GuestCenter,on,https://www.opentable.com/blind-burro,$30 and under,Downtown / Gaslamp,Mexican / Southwestern,1423616,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"639 J St., San Diego, CA, 92101","The Blind Burro specializes in fresh, coastal Baja Mexican cuisine.  Our emphasis is on quality, from the customer service, to the ingredients we use in all of our hand crafted food and drinks.  We want our guests to enjoy Baja Mexican fare right here in East Village, San Diego.  Come in and enjoy a relaxed atmosphere where you can meet over a carafe of spicy margaritas or on tap house sangria. .  Or try us for lunch with clients while enjoying steak tacos and a quinoa mixed green salad.   Hope to see you soon in the unique, airy and comfortable environment we have created for you in downtown San Diego. \u003cbr />\u003cbr />**All checks will have a 4% pandemic recovery surcharge due to the additional costs associated with the impact on our business and operations.  This is not a gratuity and will be used to help us offset the additional product, labor, overhead and other costs.**",false,26,558,rating:4.4,true,false,true,true,null,9632,32.709367,-117.15884,(619) 795-7880,,
1162615,il Sogno Italiano,GuestCenter,on,https://www.opentable.com/r/il-sogno-italiano-san-diego,$30 and under,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"314 Fifth Ave, San Diego, CA, 92101-6910","An unforgettable dining and musical soiree awaits you as we transport you to a Nostalgic yet modern Americana meets old world ambiance, perfect for any occasion.  Our music program features world class entertainers and touring artists 7 nights a week, paired with an array of specialty craft cocktails and wines from across Italy and the California Coast. Our kitchen uses fresh sustainable ingredients and specializes in California Coastal Italian Cuisine with handmade pizzas, pastas, steaks and seafood. Our Mezzanine accommodates up to 100 guests and we offer a private bar, TV's upon request for private events and meeting spaces. \u003cbr />\u003cbr />We look forward to hosting you at Il Sogno Italiano and Welcome you to San Diegos hottest place for fine dining and music. \u003cbr />\u003cbr />Mondays: Martinis &amp; Jazz w/Grammy Nominated Sacha Boutros and friends/Martini specials all night long\u003cbr />Wednesdays: Passport to Italy \u003cbr />Pop, Jazz, RnB, Motown and beyond every night of the week. ",true,22,79,rating:4.2,true,false,false,false,null,,32.708673,-117.160313,(619) 380-2652,,
159538,Farmer's Bottega Restaurant,GuestCenter,on,https://www.opentable.com/farmers-bottega-restaurant,$30 and under,Mission Hills,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"860 West Washington Street, San Diego, CA, 92103","Farm-to-table restaurant located in the heart of Mission Hills.  Farmer's Bottega serves farm fresh breakfast, brunch, lunch, and dinner along with a unique selection of craft local beer and wine.",true,26,1053,rating:4.6,true,false,false,true,null,4761,32.750074,-117.170858,(619) 458-9929,,
7583,Tom Hams Lighthouse,GuestCenter,on,https://www.opentable.com/tom-hams-lighthouse,$31 to $50,Downtown / Gaslamp,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"2150 Harbor Island Dr, San Diego, CA, 92101","Tom Ham’s Lighthouse was built in 1971 by a man who was not afraid to put his name on his product. Rooted in warm welcomes &amp; excellent food, Tom Ham made his lifelong dream a reality. Tom Ham’s Lighthouse is the only restaurant in the US to have a USCG operated &amp; maintained Lighthouse attached to it. You can locate us on any modern nautical map as Beacon #9. Featuring a 100% responsibly resourced seafood menu &amp; award winning Sunday Champagne Brunch, we are a must when it comes to the San Diego food scene. The dining room, purposely shaped like the state of California, allows for groups as grand as 50 yet private enough for a couple’s night out. Holiday brunches have been long time family traditions for many San Diegans. Start your family’s tradition this next holiday. With the best views of the Downtown City Skyline, Coronado &amp; San Diego Bay, Tom Ham's is &amp; remains a San Diego tradition in dining excellence since 1971.",true,95,5017,rating:4.7,true,false,false,false,null,572,32.724725,-117.212439,(619) 291-9110,,
19405,Buca di Beppo - San Diego,GuestCenter,on,https://www.opentable.com/r/buca-di-beppo-san-diego,$30 and under,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"705 6th Ave, San Diego, CA, 92101","If you are looking for an Italian Restaurant in San Diego, CA then come to Buca. We are located at the corner of Sixth Avenue and G Street and proudly serve authentic family style Italian dishes. We specialize in celebrations and also offer catering suitable for all occasions.",true,10,690,rating:3.9,false,false,false,false,null,,32.712776,-117.15897,(619) 233-7272,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2b9d4e29d-26ce-4850-af85-4874afef4ff3&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpza-san-diego
7165,Ortega's  A Mexican Bistro,GuestCenter,on,https://www.opentable.com/r/ortegas-a-mexican-bistro-san-diego,$30 and under,Hillcrest,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"141 University Ave #4, San Diego, CA, 92103","Ortega’s Mexican Bistro features the authentic flavors of Puerto Nuevo. Experience Baja style lobster and table side guacamole while sipping one of our classic fresh squeezed margaritas. Enjoy dining in our restaurant or for a more energized evening, dine in our bar - La Cantina. Additional flavors include Banana Crusted Huachinango, Flat Iron Steak Burrito, Chicken Mole.  The design captures the festive traditions and tasteful flavors of Puerto Nuevo and Baja California. ",true,22,792,rating:4.1,false,false,false,false,null,,32.748244,-117.164351,(619) 692-4200,,
847,El Agave,GuestCenter,on,https://www.opentable.com/el-agave,$30 and under,Old Town,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2304 San Diego Ave., null, San Diego, CA, 92110","Experience the true flavor of Mexico at San Diego’s premier Mexican cuisine destination.\u003cbr />Established in 1996, El Agave Restaurant &amp; Tequileria offers its patrons a unique dining setting within\u003cbr />the largest tequila museum in the United States – with over 2,700 tequilas on display – also\u003cbr />repeatedly voted the #1 tequila bar in the country. Nestled in historic Old Town, San Diego, it is the\u003cbr />perfect place to enjoy a business lunch, romantic date, rehearsal dinner or to simply relax and\u003cbr />unwind sipping find tequila with friends. \u003cbr />",false,null,1584,rating:4.6,false,false,true,true,true,,32.749627,-117.19217,(619) 220-0692,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2Feeec608d-2db2-4841-9c56-13365d316661&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fel-agave-tequileria-san-diego
1142533,Fifth and Rose at Pendry San Diego,GuestCenter,on,https://www.opentable.com/r/fifth-and-rose-at-pendry-san-diego-san-diego,$30 and under,Downtown / Gaslamp,Bar / Lounge / Bottle Service,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"550 J St, San Diego, CA, 92101-7020","A SOPHISTICATED WATERING HOLE WITH ELEVATED BAR FARE     \u003cbr />The Pendry San Diego hotel bar, Fifth &amp; Rose, is a classic cocktail bar in an elegant, chic, and comfortable room. A classic setting for a fitting drink, it is a place to engage in conversation, enjoy bar fare, and linger over the perfect cocktail. Rich stone stands out amidst a black and white palette with crimson details, while candles and fresh roses accent tables. Fifth &amp; Rose is inspired by a host’s living room: comfortable, always welcoming, a place you never want to leave.",true,10,17,rating:4.4,false,false,true,true,null,782,32.709574,-117.159907,(619) 738-7123,,
1080868,Rich's Day Lounge,GuestCenter,on,https://www.opentable.com/r/richs-day-lounge-san-diego,$30 and under,Hillcrest,Bar / Lounge / Bottle Service,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1051 University Avenue, San Diego, CA, 92103",Rich’s is San Diego’s largest and most popular gay nightclub. Reservations are for our outdoor lounge. For VIP booths inside the nightclub text 619-578-9349. \u003cbr />\u003cbr />We have booths and cabanas for up to 15 guests. Space for larger groups and extended reservations times are available upon request.,false,9,277,rating:4.9,false,false,false,true,null,,32.748081,-117.154071,(619) 578-9349,,
1165033,Social Tap,GuestCenter,on,https://www.opentable.com/r/social-tap-san-diego-2,$30 and under,Downtown / Gaslamp,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"815 J St Suite #101, San Diego, CA, 92101","Welcome to your new favorite pregame. Social Tap San Diego sits at the edge of Petco Park, and is the perfect place for Padres fans, locals, and visitors alike to gather for high quality cocktails and bites. This elevated bar scene takes the best of sports bars to a new level, bringing you an incredible dining experience while you cheer for your favorite team. ",true,2,16,rating:4.6,false,false,true,true,null,,32.709203,-117.157035,(619) 398-8938,,
149422,Au Revoir,GuestCenter,on,https://www.opentable.com/au-revoir,$30 and under,Hillcrest,French,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"420 Robinson Ave, Suite A, San Diego, CA, 92103",Located in the heart of Hillcrest,true,22,664,rating:4.6,false,false,false,false,null,801,32.747208,-117.161254,(619) 268-2400,,
1040482,The Henry - Coronado,GuestCenter,on,https://www.opentable.com/r/the-henry-coronado,$30 and under,Coronado,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1031 Orange Ave, Coronado, CA, 92118","Welcome to the greatest neighborhood restaurant, a place where you can always count on a warm welcome from baristas, servers and bartenders who know your order by heart. A fusion of industrial and classical influences, our open dining spaces are bursting with charm and energy. Come and go with ease for your morning coffee, enjoy lunch with a colleague, gather the family together for dinner, or treat yourself to a post-work drink at the bar. For craveable eats and downright delicious cocktails, look no further than a place where you'll always be among friends, a place that feels like home: The Henry.",true,84,718,rating:4.8,false,false,true,true,null,22,32.684964,-117.179356,(619) 762-1022,,
1066639,Rosemary Trattoria,GuestCenter,on,https://www.opentable.com/r/rosemary-trattoria-coronado,$30 and under,Coronado,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"120 Orange Ave, Coronado, CA, 92118",Rosemary Trattoria \u003cbr />Italian Restaurant in CORONADO,true,12,159,rating:4.5,true,false,false,true,null,,32.698486,-117.172957,(619) 537-0054,,
1081087,The Presley,GuestCenter,on,https://www.opentable.com/r/the-presley-san-diego,$30 and under,Point Loma,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2855 Perry Rd, San Diego, CA, 92106","The Presley is a dynamic outdoor restaurant located in Liberty Station. A great place to gather, The Presley features classic American fare, local seafood, and unique shareable options, as well as an extensive cocktail list that includes frozen drinks, a dole whip mimosa and more!  You can always take advantage of the beautiful San Diego weather on our expansive patios complete with lush greenery, fire pits and swinging benches. It's always good to see you at The Presley!\u003cbr />\u003cbr />*STARTING 7/31/2021, Weekend Brunch will be first come first serve (no reservations). All reservations made prior to 7/31 will be honored. \u003cbr />\u003cbr />**All checks will have a 4% pandemic recovery surcharge due to the additional costs associated with the impact on our business and operations. This is not a gratuity and will be used to help us offset the additional product, labor, overhead and other costs.**",true,62,542,rating:4.6,false,false,false,true,null,9632,32.741083,-117.211056,(619) 877-1800,,
209887,Madison,GuestCenter,on,https://www.opentable.com/madison-san-diego,$30 and under,University Heights,Modern European,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"4622 Park Blvd., San Diego, CA, 92116","Mediterranean-inspired fare and elegant cocktails are served in sleek surroundings at this modern, airy University Heights hangout. ~Zagat",false,121,1649,rating:4.7,true,false,false,true,null,999,32.761457,-117.14643,(619) 269-6566,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F747ed29f-cfe6-484c-85ba-339bbe634665&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fmadison-on-park-san-diego
1078477,Tavola Nostra Pizzeria E Cucina,GuestCenter,on,https://www.opentable.com/r/tavola-nostra-pizzeria-e-cucina-san-diego,$30 and under,Hillcrest,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1040 University Ave, Ste B101, San Diego, CA, 92103",Now Open! Tavola Nostra Pizzeria E Cucina is a full-service,true,17,142,rating:4.8,true,false,true,true,null,,32.748732,-117.154103,(619) 310-5256,,
1030222,Suckerfree Southern Plate & Bar,GuestCenter,on,https://www.opentable.com/r/suckerfree-southern-plate-and-bar-san-diego,$30 and under,Downtown / Gaslamp,Southern,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"751 4th Ave, San Diego, CA, 92101","The term “soul food” didn’t become common until the 1960s. With the rise of the civil rights and black nationalist movements during the 1960s, many Black Americans sought to reclaim their part of the American cultural legacy. As terms like soul brother, soul sister and soul music were taking hold, it was only natural that the term soul food would be used to describe the recipes that Black Americans had been cooking for generations. Soul food is basic, down-home cooking with its roots in the rural South. Where the conversations are long, food is cooked slow and the drinks are cold and sweet. To many, all that just sounds like a description of Southern food. The distinctions between Soul &amp; Southern are hard to make. While all Soul food is Southern food, not all Southern food has Soul. Soul food &amp; Southern food cooking are examples of how great Southern cooks cooked with what they had available to them. Suckerfree will always pay homage to both traditions and remain loyal to the soil. SF",true,4,124,rating:4.3,true,false,true,true,null,,32.713305,-117.160803,(619) 892-7744,,
731116,Nason's Beer Hall,GuestCenter,on,https://www.opentable.com/r/nasons-beer-hall-san-diego,$30 and under,Downtown / Gaslamp,Beer Garden,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"570 J St, San Diego, CA, 92101","A new addition to San Diego’s iconic craft beer scene, Nason’s features an expansive selection of local and international beers, globally inspired comfort food, and vintage bar games. Its name pays homage to Nason &amp; Co. Farmer’s Market, which occupied this unique space in the early 1900s. Now offering brunch every Saturday and Sunday!",true,2,32,rating:4.4,false,false,false,true,true,782,32.70938,-117.159352,(619) 738-7060,,
1128439,Storyhouse Spirits,GuestCenter,on,https://www.opentable.com/r/storyhouse-spirits-san-diego,$30 and under,Downtown / Gaslamp,Distillery,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1220 J St, San Diego, CA, 92101-7541","We are ALL STORYTELLERS!  We founded Storyhouse Spirits on the belief that friendships grow together, share memories, and toast to our lives. While it looks like we’re just meticulously crafting small batch spirits in San Diego’s East Village, we’re secretly doing our part creating a more unified community. Bring your friends and make some new ones. Let’s all sip to the lives we share!",true,4,7,rating:4.9,true,false,false,true,null,,32.709631,-117.153451,(619) 241-2780,,
1033258,Tahona Bar,GuestCenter,on,https://www.opentable.com/r/tahona-bar-san-diego,$30 and under,Old Town,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2414 San Diego Ave, San Diego, CA, 92110","We are welcoming parties of up to 6 for indoor and outdoor dining!\u003cbr />\u003cbr />Parties of 7 or more, please email our large party coordinator at events@tahonabar.com\u003cbr />\u003cbr />Welcome to Tahona! We are the first mezcal bar and tasting room in San Diego. In our restaurant, we invite you to taste our incredible craft cocktails and our amazing contemporary Mexican cuisine featuring Oaxacan bites. In our tasting room, we welcome you to indulge on a mezcal tasting experience! \u003cbr />\u003cbr />We are located next one of the most iconic historical landmark: the Campo Santo Cemetery in Old Town. Inside Tahona, you will be transported to a modern Mexican hacienda designed with hand painted tiles, handmade rope seats, traditionally crafted fabric brought from Oaxaca, hand clayed walls and more.\u003cbr />\u003cbr />We also have a cozy covered outdoor patio dining experience so you will have the choice to dine inside our hacienda or on the streets of Old Town!",false,27,279,rating:4.5,false,false,false,true,null,,32.75176,-117.193357,(619) 255-2090,,
44851,Jack & Giulio's Italian Restaurant,GuestCenter,on,https://www.opentable.com/jack-and-giulios-italian-restaurant,$30 and under,Old Town,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2391 San Diego Ave, San Diego, CA, 92110",Jack and Giulio's Italian restaurant has remained a favorite of San Diegans for many years. This popular restaurant,false,8,833,rating:4.7,false,false,false,false,null,,32.750381,-117.19293,(619) 294-2074,,
1051495,Puesto Mission Valley,GuestCenter,on,https://www.opentable.com/r/puesto-mission-valley-san-diego,$30 and under,Mission Valley,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"5010 Mission Center Rd, San Diego, CA, 92108","Puesto is family-owned and operated by first generation Mexican American brothers Eric, Alan and Alex Adler, alongside their cousins Isidoro and Moy Lombrozo and founding chef and partner Luisteen Gonzalez. With six locations in California, Puesto provides an innovative and contemporary approach to authentic Mexican cuisine. Sourcing its ingredients locally and regionally, the restaurant has earned national acclaim for its Mexico City-inspired tacos made with non-GMO organic, heirloom Masienda blue corn stone-ground tortillas, crispy melted cheese and scratch salsas. ",true,136,720,rating:4.6,false,false,false,false,null,790,32.767075,-117.15391,(619) 333-2167,,
1190440,Nicolosi's on 5th,GuestCenter,on,https://www.opentable.com/r/nicolosis-on-5th-san-diego,$30 and under,Barrio Logan,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"815 Fifth Ave, San Diego, CA, 92101-6107",Coming Soon!,false,3,4,rating:3.7,false,false,true,true,null,,32.713914,-117.159891,(619) 915-5575,,
1083103,Trattoria Don Pietro,GuestCenter,on,https://www.opentable.com/r/trattoria-don-pietro-san-diego,$30 and under,Old Town,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2415 San Diego Ave, San Diego, CA, 92110-2801","Thanks to Trattoria Don Pietro, there is finally something new and fresh happening in Old Town. After spending a lifetime of cooking Italian food and a few years in LA learning from the best restaurants in the industry, Pietro is finally ready to roll up his sleeves and show San Diego his take on traditional Italian cuisine with a trendy twist. Between our groundbreaking Italian menu, wisteria garden patio ambiance, and over-the-top cocktails, we stand alone as the most instagrammable restaurant in San Diego. Come stop by today and experience our delicate balance of tradition and trend.",true,null,224,rating:4.3,false,false,false,false,null,,32.751637,-117.193793,(619) 255-7205,,
104812,Rockin Baja Lobster Old Town,GuestCenter,on,https://www.opentable.com/r/rockin-baja-lobster-old-town-san-diego,$30 and under,Old Town,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"3890 Twiggs St., San Diego, CA, 92101","Rockin' Baja is a full service and fun Mexican-Seafood restaurant that offers uniquely prepared Baja style seafood presented in rustic steel buckets. We created a diverse menu filled with exceptionally great, finger lickin’ good fun food delivered fresh to your table daily.  Kick back, drink an ice cold beer or margarita, enjoy a shot of tequila and experience all the good times that are Rockin’ Baja.",true,18,1338,rating:4.4,false,false,false,true,null,527,32.751914,-117.196996,(619) 260-0305,UBER_EATS,https://ubertrk.com/c/2606859/811249/5714?prodsku=a1459a68-14cf-4d6c-961d-d9b17bc6d40b&u=https%3A%2F%2Fwww.ubereats.com%2Fsan-diego%2Ffood-delivery%2Frockin-baja-lobster-old-town%2FoUWaaBTPTWyWHdmxe8bUCw%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_5854
476077,Casa De Freds,GuestCenter,on,https://www.opentable.com/r/casa-de-freds-tacos-y-tequila-san-diego,$30 and under,Old Town,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2470 San Diego Ave, San Diego, CA, 92110","ABOUT FREDS OLD TOWN | Since 2001, Casa de Freds in Old Town has been bringing the fiesta to San Diego. Freds is the place for amigos - both new and old - to have a great time while enjoying quality food, fresh margaritas and a festive atmosphere. The menu offers a wide variety of delicious, Baja-infused selections that are made from fresh, high-quality ingredients. The vibrant decor and great music provide a unique dining experience right in the heart of historic Old Town. The restaurant offers plenty of versatility for groups of many sizes. The large outdoor patio is dog friendly, so bring in your furry friends and check out the doggy menu! The outdoor bar is a fantastic spot to enjoy the San Diego sun, whether you are here for the weekend or live down the street. Freds newly renovated Fiesta Cantina is the perfect place to watch your favorite sporting events. The Cantina also offers daily specials that will keep your tummies, glasses and pockets full. Thanks Amigo!",true,21,166,rating:4.5,true,false,false,true,null,2296,32.75238,-117.19426,(619) 858-8226,,
43288,Solare Ristorante Lounge,GuestCenter,on,https://www.opentable.com/r/solare-ristorante-lounge-san-diego,$30 and under,Point Loma,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"2820 Roosevelt Road, San Diego, CA, 92106","Authentic Italian - OPEN for Dine-In on our two patios - and Take-out, Curbside, and Delivery.  Solare is selected a Michelin Guide Bib Gourmand restaurant - Voted Best Italian Restaurant &amp; Best Wine List by San Diego Magazine. Full Bar - Craft Cocktails. Family-owned and operated, Randy Smerik and his team work hard to offer an amazing dining experience for you. We believe in the use of local fresh organic produce, natural meat and wild seafood and we are a Sustainable Green Restaurant. Each dish is prepared from scratch with love and passion to satisfy our customer's heart and soul. \u003cbr />\u003cbr />Housed in the filming location for Top Gun, Solare helps to sustain the historical landmarks of San Diego's NTC Promenade. \u003cbr />",true,41,1615,rating:4.5,false,false,false,true,null,428,32.737257,-117.214263,(619) 270-9670,,
213820,Et Voila! Bistro,GuestCenter,on,https://www.opentable.com/r/et-voila-bistro-san-diego,$30 and under,North Park,French,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"3015 Adams Ave., Suite A., San Diego, CA, 92116","Et Voilà! is a vibrant neighborhood bistro, located along the North Park corridor. Et Voilà! French Bistro showcases Chef Vincent Viale’s talents, mixing French classics with a modern accent. Find local and seasonal products building upon French recipes from various regions, such as Steak Frites, Coquilles St. Jacques, and soufflés. Explore the diverse regions of France through a curated wine list, and taste a variety of distinct local ingredients with our crafted cocktails. Et Voila! French Bistro is the destination for those looking for a vibrant dining experience, or even for those looking for a simple glass of wine and informal bite at the bar.\u003cbr />Feel free to call us if you cannot see your desired reservation time. We might be able to help. \u003cbr />No reservations accepted for happy hour thank you. \u003cbr />",true,null,1302,rating:4.9,true,true,false,true,null,,32.762642,-117.129844,(619) 209-7759,,
214321,True Food Kitchen - San Diego FV,GuestCenter,on,https://www.opentable.com/true-food-kitchen-san-diego,$30 and under,Mission Valley,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"7007 Friars Rd #394, San Diego, CA, 92108","True Food Kitchen in San Diego is currently open with dine-in and carry-out service. As always, we will continue to prioritize the health and safety of our guests by following the guidance of the CDC and local health officials. We appreciate your patience and understanding as we navigate this new normal together.",false,81,1181,rating:4.6,false,false,false,false,null,950,32.767483,-117.165661,(619) 810-2929,,
58438,Alexander's on 30th,GuestCenter,on,https://www.opentable.com/alexanders-on-30th,$30 and under,North Park,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"3391 30th St., San Diego, CA, 92104",Family owned and operated Italian-American restaurant with San Diego award winning pizza and the most romantic patio dining in North Park. Make your reservation today and feel free to check our website or call the restaurant for more information. ,true,44,2358,rating:4.7,false,false,false,false,null,,32.740948,-117.129222,(619) 281-2539,,
